"IMAGE","FILE","TASK",ERROR"
"drupal:latest","/opt/drupal/web/core/modules/system/tests/fixtures/HtaccessTest/package.json","javascript-package-cataloger","skipping package.json with insufficient package information: name: '', version: ''"
"drupal:latest","/opt/drupal/web/core/package.json","javascript-package-cataloger","skipping package.json with insufficient package information: name: 'Drupal', version: ''"
"drupal:latest","/usr/local/lib/php/extensions/no-debug-non-zts-20230831/gd.so","unknowns-labeler","no package identified in executable file"
"drupal:latest","/usr/local/lib/php/extensions/no-debug-non-zts-20230831/opcache.so","unknowns-labeler","no package identified in executable file"
"drupal:latest","/usr/local/lib/php/extensions/no-debug-non-zts-20230831/pdo_mysql.so","unknowns-labeler","no package identified in executable file"
"drupal:latest","/usr/local/lib/php/extensions/no-debug-non-zts-20230831/pdo_pgsql.so","unknowns-labeler","no package identified in executable file"
"drupal:latest","/usr/local/lib/php/extensions/no-debug-non-zts-20230831/sodium.so","unknowns-labeler","no package identified in executable file"
"drupal:latest","/usr/local/lib/php/extensions/no-debug-non-zts-20230831/zip.so","unknowns-labeler","no package identified in executable file"
