"IMAGE","FILE","TASK",ERROR"
"hipache:latest","/sbin/initctl.distrib","unknowns-labeler","no package identified in executable file"
"hipache:latest","/var/lib/dpkg/info/bash.preinst","unknowns-labeler","no package identified in executable file"
