"IMAGE","FILE","TASK",ERROR"
"spiped:latest","/usr/local/bin/spipe","unknowns-labeler","no package identified in executable file"
"spiped:latest","/usr/local/bin/spiped","unknowns-labeler","no package identified in executable file"
